season,week,game_id,posteam,qb_id,qb_name,plays,actual_pass_rate,expected_pass_rate,proe
2020,10,2020_10_PHI_NYG,PHI,00-0032950,C.Wentz,62,0.6451612903225806,0.6219464838504791,2.321480647210152
2020,10,2020_10_SEA_LA,LA,00-0033106,J.Goff,66,0.6363636363636364,0.5608563743757479,7.550726198788845
2020,10,2020_10_SEA_LA,SEA,00-0029263,R.Wilson,64,0.765625,0.7417892850935459,2.3835714906454086
2020,10,2020_10_SF_NO,NO,00-0020531,D.Brees,21,0.6666666666666666,0.6613814944312686,0.5285172235398066
2020,10,2020_10_SF_NO,SF,00-0033319,N.Mullens,63,0.6190476190476191,0.6857397556304932,-6.669213658287411
2020,10,2020_10_TB_CAR,CAR,00-0031237,T.Bridgewater,39,0.6923076923076923,0.6286104183930618,6.369727391463059
2020,10,2020_10_TB_CAR,TB,00-0019596,T.Brady,73,0.547945205479452,0.5504510974741146,-0.2505891994662481
2020,10,2020_10_WAS_DET,DET,00-0026498,M.Stafford,54,0.6111111111111112,0.6207723871425346,-0.9661276031423498
2020,10,2020_10_WAS_DET,WAS,00-0023436,A.Smith,82,0.7073170731707317,0.7062136616285254,0.11034115422062757
2020,11,2020_11_ARI_SEA,ARI,00-0035228,K.Murray,61,0.7540983606557377,0.6642507080171929,8.98476526385448
2020,11,2020_11_ARI_SEA,SEA,00-0029263,R.Wilson,60,0.6166666666666667,0.5877124980092049,2.89541686574618
2020,11,2020_11_ATL_NO,ATL,00-0026143,M.Ryan,59,0.7627118644067796,0.7416528503773576,2.1059014029422047
2020,11,2020_11_ATL_NO,NO,00-0033357,T.Hill,61,0.4918032786885246,0.4962439814918354,-0.4440702803310801
2020,11,2020_11_CIN_WAS,CIN,00-0036442,J.Burrow,49,0.7142857142857143,0.5853506493933347,12.89350648923796
2020,11,2020_11_CIN_WAS,WAS,00-0023436,A.Smith,57,0.45614035087719296,0.5532127651467658,-9.707241426957282
2020,11,2020_11_DAL_MIN,DAL,00-0027973,A.Dalton,61,0.5573770491803278,0.6127845561895214,-5.540750700919355
2020,11,2020_11_DAL_MIN,MIN,00-0029604,K.Cousins,60,0.5333333333333333,0.6161074206233025,-8.277408728996912
2020,11,2020_11_DET_CAR,CAR,00-0033275,P.Walker,64,0.546875,0.5207968228496611,2.607817715033889
2020,11,2020_11_DET_CAR,DET,00-0026498,M.Stafford,53,0.7358490566037735,0.737052211783967,-0.12031551801933432
2020,11,2020_11_GB_IND,GB,00-0023459,A.Rodgers,55,0.7090909090909091,0.6015457955273715,10.75451135635376
2020,11,2020_11_GB_IND,IND,00-0022942,P.Rivers,74,0.5135135135135135,0.6153778260624087,-10.186431254889515
2020,11,2020_11_KC_LV,KC,00-0033873,P.Mahomes,68,0.6617647058823529,0.6146183432463337,4.71463626360192
2020,11,2020_11_KC_LV,LV,00-0031280,D.Carr,54,0.5925925925925926,0.6251336402363248,-3.254104764373214
2020,11,2020_11_LA_TB,LA,00-0033106,J.Goff,70,0.7142857142857143,0.5777094928281648,13.657622145754951
2020,11,2020_11_LA_TB,TB,00-0019596,T.Brady,67,0.7313432835820896,0.6531734613340292,7.816982224806031
2020,11,2020_11_MIA_DEN,DEN,00-0035704,D.Lock,63,0.49206349206349204,0.538200695954618,-4.6137203891125935
